Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0
C001_S1_L001_R1_001	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	8.0	19.0	34.0	65.0	106.0	231.0	409.0	496.0	603.0	716.0	966.0	1426.0	1970.0	2946.0	4726.0	5789.0	14278.0	101144.0
C001_S1_L001_R2_001	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	122.0	125.0	196.0	256.0	199.0	157.0	145.0	158.0	211.0	235.0	309.0	393.0	556.0	798.0	1211.0	1741.0	1743.0	1708.0	2688.0	3225.0	5526.0	14370.0	99840.0
C002_S2_L001_R1_001	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	12.0	19.0	30.0	45.0	78.0	149.0	317.0	369.0	509.0	684.0	940.0	1273.0	1927.0	2850.0	4397.0	5436.0	13140.0	89637.0
C002_S2_L001_R2_001	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	51.0	81.0	111.0	170.0	177.0	137.0	123.0	137.0	162.0	198.0	285.0	344.0	537.0	678.0	1166.0	1527.0	1523.0	1703.0	2482.0	3094.0	5209.0	13703.0	88206.0
C003_S3_L001_R1_001	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	11.0	23.0	48.0	55.0	149.0	241.0	276.0	380.0	520.0	673.0	937.0	1423.0	2124.0	3548.0	4383.0	9665.0	77059.0
C003_S3_L001_R2_001	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0	33.0	53.0	86.0	133.0	162.0	166.0	123.0	146.0	163.0	230.0	307.0	407.0	578.0	788.0	1135.0	1493.0	1442.0	1611.0	2206.0	2700.0	4632.0	11966.0	70943.0
C004_S4_L001_R1_001	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	15.0	39.0	64.0	112.0	235.0	322.0	403.0	570.0	714.0	1024.0	1390.0	2054.0	3113.0	5263.0	6270.0	14234.0	110005.0
C004_S4_L001_R2_001	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	15.0	50.0	86.0	142.0	288.0	327.0	275.0	220.0	220.0	237.0	317.0	410.0	549.0	722.0	1039.0	1561.0	1982.0	1949.0	2350.0	3130.0	3878.0	6342.0	16795.0	102952.0
C005_S5_L001_R1_001	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	12.0	21.0	51.0	67.0	116.0	210.0	279.0	363.0	527.0	679.0	900.0	1283.0	2092.0	3652.0	4544.0	9460.0	76149.0
C005_S5_L001_R2_001	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	30.0	52.0	70.0	121.0	150.0	130.0	103.0	131.0	153.0	185.0	246.0	337.0	462.0	619.0	966.0	1389.0	1314.0	1388.0	2077.0	2606.0	4190.0	10790.0	72885.0
C006_S6_L001_R1_001	395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	16.0	28.0	47.0	91.0	223.0	415.0	407.0	421.0	523.0	661.0	872.0	1300.0	1918.0	3122.0	4248.0	10205.0	70816.0
C006_S6_L001_R2_001	396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	28.0	114.0	186.0	225.0	264.0	211.0	155.0	149.0	142.0	144.0	157.0	250.0	295.0	391.0	584.0	825.0	1140.0	1323.0	1289.0	1793.0	2637.0	3987.0	11081.0	67953.0
C007_S7_L001_R1_001	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	11.0	17.0	36.0	84.0	121.0	240.0	429.0	545.0	659.0	966.0	1327.0	1782.0	2551.0	4030.0	6412.0	7506.0	17767.0	125674.0
C007_S7_L001_R2_001	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	22.0	94.0	94.0	140.0	223.0	222.0	197.0	155.0	170.0	247.0	303.0	366.0	478.0	720.0	1035.0	1688.0	2383.0	2268.0	2291.0	3567.0	4188.0	7010.0	17957.0	124342.0
C008_S8_L001_R1_001	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	18.0	33.0	42.0	89.0	161.0	282.0	365.0	493.0	635.0	830.0	1285.0	1675.0	2640.0	4221.0	5598.0	12496.0	91914.0
C008_S8_L001_R2_001	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	38.0	79.0	145.0	193.0	167.0	142.0	152.0	137.0	213.0	265.0	350.0	475.0	601.0	824.0	1213.0	1596.0	1703.0	1992.0	2747.0	3339.0	5436.0	13768.0	87194.0
C009_S9_L001_R1_001	812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	32.0	74.0	180.0	334.0	626.0	1016.0	1917.0	3325.0	4476.0	5910.0	7938.0	10835.0	14836.0	21120.0	32607.0	53544.0	69819.0	156114.0	1210471.0
C009_S9_L001_R2_001	838.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	31.0	172.0	614.0	951.0	1872.0	2968.0	2851.0	2190.0	1972.0	2050.0	2378.0	2944.0	3831.0	5200.0	6894.0	9936.0	15519.0	20501.0	20438.0	21929.0	31737.0	40289.0	66707.0	171920.0	1159256.0
C010_S10_L001_R1_001	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	13.0	24.0	55.0	67.0	153.0	317.0	396.0	394.0	616.0	815.0	1111.0	1651.0	2452.0	3912.0	5342.0	12105.0	93771.0
C010_S10_L001_R2_001	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	60.0	97.0	143.0	230.0	210.0	153.0	145.0	156.0	186.0	227.0	303.0	425.0	567.0	761.0	1135.0	1515.0	1541.0	1747.0	2431.0	3113.0	5009.0	13168.0	89869.0
C011_S11_L001_R1_001	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	10.0	29.0	39.0	62.0	152.0	268.0	315.0	373.0	533.0	683.0	955.0	1243.0	2093.0	3190.0	4373.0	9455.0	74024.0
C011_S11_L001_R2_001	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	24.0	64.0	100.0	169.0	168.0	143.0	147.0	150.0	178.0	268.0	360.0	515.0	685.0	795.0	1144.0	1549.0	1500.0	1725.0	2304.0	3059.0	4763.0	12104.0	65877.0
C012_S12_L001_R1_001	744.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	16.0	28.0	44.0	78.0	115.0	189.0	320.0	410.0	548.0	719.0	961.0	1348.0	1885.0	2689.0	4472.0	6305.0	16412.0	89557.0
C012_S12_L001_R2_001	746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	48.0	54.0	103.0	176.0	200.0	139.0	149.0	181.0	194.0	226.0	324.0	430.0	602.0	802.0	1176.0	1539.0	1586.0	1851.0	2598.0	3418.0	6010.0	17797.0	86484.0
C013_S13_L001_R1_001	4576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	17.0	40.0	74.0	122.0	221.0	365.0	576.0	1060.0	1828.0	2281.0	2912.0	3927.0	5141.0	6848.0	9192.0	13053.0	20314.0	30533.0	88093.0	418980.0
C013_S13_L001_R2_001	4581.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	86.0	333.0	534.0	878.0	1065.0	957.0	802.0	822.0	929.0	1059.0	1383.0	1758.0	2346.0	2967.0	3956.0	5512.0	6956.0	8057.0	9645.0	12929.0	17144.0	30921.0	94754.0	399773.0
C014_S14_L001_R1_001	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	22.0	34.0	70.0	85.0	260.0	537.0	499.0	502.0	623.0	847.0	1086.0	1516.0	2319.0	3873.0	5578.0	11791.0	95272.0
C014_S14_L001_R2_001	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	37.0	235.0	241.0	279.0	356.0	294.0	191.0	177.0	174.0	199.0	229.0	294.0	424.0	533.0	737.0	1194.0	1526.0	1595.0	1809.0	2484.0	3203.0	5291.0	13111.0	90304.0
C016_S15_L001_R1_001	377.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	23.0	40.0	71.0	129.0	364.0	853.0	837.0	751.0	954.0	1206.0	1581.0	2244.0	3393.0	4870.0	7375.0	16141.0	97316.0
C016_S15_L001_R2_001	383.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	49.0	266.0	347.0	384.0	382.0	308.0	224.0	187.0	144.0	165.0	189.0	255.0	347.0	567.0	798.0	1449.0	2009.0	1579.0	1456.0	2152.0	3741.0	5731.0	13656.0	101770.0
C017_S16_L001_R1_001	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5.0	12.0	23.0	54.0	78.0	156.0	239.0	335.0	458.0	619.0	796.0	1131.0	1525.0	2425.0	4326.0	5103.0	11352.0	90064.0
C017_S16_L001_R2_001	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	34.0	42.0	102.0	184.0	242.0	181.0	151.0	162.0	171.0	243.0	279.0	397.0	503.0	790.0	1153.0	1508.0	1707.0	1771.0	2468.0	3057.0	4988.0	12662.0	85895.0
C018_S17_L001_R1_001	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	10.0	18.0	34.0	68.0	107.0	190.0	295.0	410.0	588.0	824.0	1068.0	1434.0	2055.0	3183.0	5083.0	6425.0	14539.0	104349.0
C018_S17_L001_R2_001	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	52.0	77.0	155.0	279.0	258.0	234.0	200.0	187.0	224.0	300.0	342.0	488.0	690.0	966.0	1469.0	2051.0	2008.0	2137.0	3120.0	3884.0	6194.0	15976.0	99380.0
C020_S18_L001_R1_001	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	20.0	31.0	62.0	106.0	194.0	360.0	577.0	853.0	1115.0	1497.0	1982.0	2883.0	4079.0	6351.0	10513.0	12608.0	28668.0	213614.0
C020_S18_L001_R2_001	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	22.0	66.0	119.0	237.0	365.0	336.0	312.0	251.0	311.0	368.0	480.0	643.0	917.0	1231.0	1866.0	2727.0	3765.0	3747.0	3856.0	6118.0	7009.0	12344.0	30259.0	208170.0
C021_S19_L001_R1_001	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	6.0	11.0	28.0	65.0	101.0	183.0	292.0	419.0	588.0	743.0	1019.0	1437.0	2044.0	2991.0	4934.0	6394.0	14586.0	113437.0
C021_S19_L001_R2_001	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	38.0	64.0	123.0	219.0	209.0	164.0	140.0	187.0	219.0	280.0	358.0	513.0	719.0	924.0	1461.0	1903.0	2048.0	2135.0	3118.0	3911.0	6477.0	16558.0	107508.0
C022_S20_L001_R1_001	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	13.0	13.0	30.0	51.0	94.0	156.0	274.0	367.0	517.0	692.0	949.0	1439.0	2032.0	2995.0	5050.0	6104.0	14436.0	118356.0
C022_S20_L001_R2_001	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	37.0	67.0	152.0	205.0	220.0	166.0	194.0	210.0	239.0	325.0	398.0	596.0	801.0	1096.0	1696.0	1988.0	2044.0	2286.0	3267.0	4015.0	6983.0	18028.0	108548.0
C023_S21_L001_R1_001	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	6.0	21.0	41.0	70.0	103.0	192.0	314.0	437.0	564.0	767.0	1079.0	1464.0	2097.0	3434.0	5529.0	6664.0	15613.0	121836.0
C023_S21_L001_R2_001	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	40.0	66.0	113.0	176.0	211.0	193.0	169.0	187.0	219.0	275.0	378.0	501.0	677.0	986.0	1666.0	2197.0	2075.0	2273.0	3295.0	3844.0	6773.0	17589.0	116318.0
C026_S22_L001_R1_001	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	14.0	27.0	47.0	85.0	209.0	425.0	424.0	506.0	673.0	820.0	1142.0	1632.0	2476.0	3873.0	4892.0	12124.0	98363.0
C026_S22_L001_R2_001	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	31.0	92.0	160.0	218.0	321.0	276.0	171.0	170.0	149.0	204.0	267.0	322.0	478.0	625.0	815.0	1211.0	1520.0	1601.0	1840.0	2462.0	3204.0	5538.0	14021.0	92038.0
C027_S23_L001_R1_001	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	12.0	24.0	31.0	50.0	105.0	171.0	253.0	298.0	426.0	627.0	810.0	1188.0	1903.0	3119.0	3538.0	8411.0	67640.0
C027_S23_L001_R2_001	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	19.0	28.0	91.0	130.0	103.0	89.0	83.0	102.0	101.0	125.0	174.0	229.0	348.0	477.0	800.0	1123.0	1118.0	1169.0	1707.0	2122.0	3456.0	8864.0	66146.0
C028_S24_L001_R1_001	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	13.0	21.0	26.0	60.0	131.0	205.0	260.0	311.0	429.0	540.0	817.0	1130.0	1653.0	2790.0	3499.0	8025.0	60958.0
C028_S24_L001_R2_001	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	35.0	57.0	81.0	134.0	142.0	107.0	97.0	113.0	126.0	142.0	198.0	264.0	363.0	558.0	895.0	1100.0	1036.0	1210.0	1718.0	2204.0	3501.0	9293.0	57489.0
C029_S25_L001_R1_001	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	18.0	32.0	61.0	103.0	213.0	298.0	416.0	573.0	747.0	1001.0	1501.0	2187.0	3265.0	5044.0	6115.0	15248.0	109172.0
C029_S25_L001_R2_001	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	46.0	54.0	116.0	266.0	263.0	237.0	178.0	207.0	220.0	271.0	324.0	486.0	701.0	861.0	1261.0	1777.0	1875.0	2208.0	3257.0	3600.0	6411.0	16712.0	104658.0
