Sample	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
C064_S60_L001_R1_001	514.0	211.0	301.0	202.0	308.0	193.0	226.0	1849.0	236.0	208.0	2267.0	578.0	203.0	1240.0	194.0	163.0	162.0	162.0	168.0	131.0	165.0	142.0	5402.0	84035.0
C064_S60_L001_R2_001	513.0	211.0	304.0	206.0	305.0	189.0	229.0	1854.0	238.0	209.0	2283.0	581.0	201.0	1237.0	198.0	167.0	166.0	163.0	164.0	130.0	166.0	143.0	4876.0	84527.0
C066_S61_L001_R1_001	280.0	90.0	210.0	64.0	249.0	78.0	99.0	1948.0	125.0	95.0	3054.0	596.0	67.0	1567.0	87.0	23.0	43.0	54.0	59.0	41.0	66.0	54.0	7962.0	118701.0
C066_S61_L001_R2_001	282.0	86.0	217.0	65.0	251.0	81.0	99.0	1978.0	128.0	93.0	3124.0	598.0	62.0	1594.0	91.0	23.0	43.0	56.0	62.0	41.0	63.0	56.0	6926.0	119593.0
C067_S62_L001_R1_001	254.0	95.0	210.0	73.0	220.0	64.0	113.0	2298.0	98.0	90.0	3054.0	605.0	55.0	1226.0	95.0	34.0	26.0	35.0	54.0	37.0	45.0	36.0	6710.0	105921.0
C067_S62_L001_R2_001	251.0	100.0	213.0	74.0	221.0	60.0	115.0	2326.0	100.0	89.0	3094.0	609.0	58.0	1243.0	97.0	34.0	27.0	36.0	54.0	39.0	44.0	36.0	5773.0	106755.0
C068_S63_L001_R1_001	274.0	108.0	248.0	84.0	265.0	74.0	103.0	2747.0	115.0	134.0	3919.0	678.0	53.0	1972.0	105.0	29.0	51.0	45.0	82.0	60.0	75.0	60.0	9298.0	146358.0
C068_S63_L001_R2_001	281.0	113.0	252.0	79.0	259.0	73.0	102.0	2784.0	115.0	138.0	3991.0	690.0	55.0	2010.0	106.0	28.0	51.0	45.0	83.0	61.0	74.0	59.0	8104.0	147384.0
C069_S64_L001_R1_001	180.0	95.0	172.0	53.0	196.0	72.0	90.0	2044.0	78.0	68.0	2436.0	499.0	49.0	1272.0	86.0	24.0	34.0	44.0	32.0	32.0	36.0	48.0	5786.0	91147.0
C069_S64_L001_R2_001	182.0	97.0	181.0	53.0	199.0	75.0	88.0	2076.0	82.0	67.0	2477.0	505.0	51.0	1273.0	88.0	20.0	34.0	41.0	31.0	33.0	36.0	48.0	5149.0	91687.0
C070_S65_L001_R1_001	155.0	76.0	141.0	75.0	183.0	53.0	87.0	1766.0	84.0	97.0	2180.0	435.0	54.0	1131.0	82.0	28.0	41.0	44.0	34.0	32.0	53.0	31.0	5607.0	87775.0
C070_S65_L001_R2_001	157.0	78.0	144.0	73.0	183.0	57.0	86.0	1784.0	86.0	99.0	2226.0	451.0	56.0	1150.0	85.0	28.0	41.0	45.0	34.0	32.0	55.0	31.0	5003.0	88260.0
C071_S66_L001_R1_001	244.0	99.0	192.0	60.0	217.0	54.0	99.0	2341.0	87.0	79.0	2844.0	517.0	47.0	1364.0	101.0	26.0	44.0	34.0	48.0	29.0	59.0	34.0	6958.0	105191.0
C071_S66_L001_R2_001	244.0	101.0	195.0	57.0	213.0	54.0	99.0	2376.0	87.0	82.0	2896.0	528.0	49.0	1392.0	101.0	24.0	43.0	33.0	48.0	29.0	57.0	33.0	6061.0	105966.0
C072_S67_L001_R1_001	207.0	55.0	138.0	58.0	211.0	64.0	104.0	1529.0	106.0	79.0	2955.0	469.0	58.0	1235.0	106.0	34.0	36.0	52.0	43.0	60.0	83.0	50.0	8377.0	134769.0
C072_S67_L001_R2_001	210.0	56.0	139.0	58.0	204.0	62.0	106.0	1529.0	108.0	75.0	2979.0	469.0	60.0	1235.0	109.0	33.0	37.0	50.0	44.0	59.0	83.0	49.0	7770.0	135354.0
C073_S68_L001_R1_001	1539.0	55.0	37.0	20.0	0.0	0.0	0.0	7.0	0.0	2.0	18.0	2.0	0.0	8.0	2.0	0.0	1.0	2.0	0.0	2.0	1.0	1.0	374.0	3897.0
C073_S68_L001_R2_001	1558.0	57.0	38.0	21.0	1.0	0.0	0.0	6.0	0.0	1.0	13.0	1.0	0.0	5.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	333.0	3927.0
C074_S69_L001_R1_001	235.0	86.0	201.0	61.0	205.0	74.0	104.0	2376.0	131.0	110.0	3194.0	636.0	93.0	1579.0	126.0	37.0	48.0	55.0	54.0	41.0	77.0	56.0	8369.0	134028.0
C074_S69_L001_R2_001	234.0	90.0	198.0	64.0	207.0	74.0	106.0	2416.0	128.0	110.0	3249.0	652.0	92.0	1602.0	123.0	37.0	48.0	53.0	56.0	41.0	78.0	57.0	7316.0	134945.0
C075_S70_L001_R1_001	222.0	92.0	150.0	51.0	206.0	60.0	89.0	1711.0	72.0	78.0	2265.0	492.0	49.0	1272.0	85.0	27.0	40.0	37.0	39.0	29.0	36.0	46.0	6159.0	93955.0
C075_S70_L001_R2_001	225.0	89.0	147.0	53.0	205.0	60.0	90.0	1700.0	74.0	80.0	2255.0	487.0	49.0	1258.0	82.0	26.0	41.0	36.0	36.0	29.0	36.0	46.0	5409.0	94749.0
