Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
C001_S1_L001_R1_001	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.15057807289447783	0.030167466227153664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C001_S1_L001_R2_001	0.14617090978537114	0.14690543697022226	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.14617090978537114	0.029283697221286157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C002_S2_L001_R1_001	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.043489320499881017	0.008703606084641748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C002_S2_L001_R2_001	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.04266876728290213	0.00853938710191266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C003_S3_L001_R1_001	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.06103203197290965	0.012216050708432425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C003_S3_L001_R2_001	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.06300080719784222	0.012610017476696097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C004_S4_L001_R1_001	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.06441312108981519	0.012893986738397468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C004_S4_L001_R2_001	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.06509836705885577	0.013031353436367903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C005_S5_L001_R1_001	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.011755282903833816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C005_S5_L001_R2_001	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.0587228282506569	0.011755212639842201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C006_S6_L001_R1_001	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.41265761954012187	0.08289385599133707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C006_S6_L001_R2_001	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.41370232237440063	0.083102841865365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
